gpu_type,task,system,concurrency,ttft_ms_mean,ttft_ms_std,tpot_ms_mean,tpot_ms_std,tokens_per_sec_mean,tokens_per_sec_std,total_latency_ms_mean,acceptance_rate_mean
L4,code,eagle3,16,358.83166666666665,160.71560693366635,94.20645833333333,1.4034887982230557,10.167083333333332,0.2964467469190121,6209.600416666667,0.4620666666666667
L4,code,eagle3,32,588.9451041666666,285.6555647223262,126.82510416666668,3.067120368921985,7.478854166666667,0.30478592933286514,8760.211666666666,0.49069999999999997
L4,summarization,baseline,1,368.1666666666667,506.75765335447414,59.84666666666667,0.05773502691896442,16.06,1.0392304845413263,7430.046666666666,
L4,summarization,baseline,4,195.14833333333334,129.43495451969363,62.6975,0.42028399489349605,15.690833333333332,0.3083816505958847,8016.811666666667,
L4,summarization,baseline,8,234.30583333333334,126.22009169344415,63.64541666666667,0.5509515812914392,15.355833333333335,0.3167486545274145,7415.6466666666665,
L4,summarization,baseline,16,425.4591666666667,344.11209764875593,66.60229166666666,1.5498706048712487,14.370416666666666,0.7922254093948138,7939.81625,
L4,summarization,baseline,32,643.5039583333333,614.6525570408033,77.11416666666666,3.79862985455675,12.299375,1.1173218096483162,9610.618020833334,
L4,summarization,eagle3,1,253.07333333333335,267.40847150629565,76.78333333333335,1.0594495426084942,12.326666666666668,0.8717989064763345,3093.94,0.48236666666666667
L4,summarization,eagle3,4,253.20166666666668,161.9918874418398,86.4925,2.546209749983117,11.106666666666667,0.4105281151557501,4031.5116666666668,0.4975666666666667
L4,summarization,eagle3,8,282.2183333333333,146.6877338064617,88.71625,1.8638595125729567,10.658333333333333,0.509975844838597,3626.982083333333,0.49499999999999994
L4,summarization,eagle3,16,506.85645833333336,323.92404421268975,99.29708333333333,5.578779687478117,9.182083333333333,0.900697031106449,4223.345,0.4905333333333333
L4,summarization,eagle3,32,828.2722916666667,620.9724389959573,136.85999999999999,13.316243345707745,6.610520833333333,0.9366978615177514,6084.697291666666,0.48213333333333336
